Name,BioguideID,District,Party,State,Terms
"Chaffetz, Jason",C001076,3,Republican,Utah,"Start: 2009, End: 2017, Chamber: House of Representatives"
"Olson, Pete",O000168,22,Republican,Texas,"Start: 2009, End: 2021, Chamber: House of Representatives"
"Roe, David P.",R000582,1,Republican,Tennessee,"Start: 2009, End: 2021, Chamber: House of Representatives"
"Pierluisi, Pedro R.",P000596,N/A,Democratic,Puerto Rico,"Start: 2009, End: 2017, Chamber: House of Representatives"
"Dahlkemper, Kathleen A.",D000608,3,Democratic,Pennsylvania,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Boccieri, John A.",B001263,16,Democratic,Ohio,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Kilroy, Mary Jo",K000372,15,Democratic,Ohio,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Austria, Steve",A000365,7,Republican,Ohio,"Start: 2009, End: 2013, Chamber: House of Representatives"
"Driehaus, Steve",D000609,1,Democratic,Ohio,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Massa, Eric J. J.",M001173,29,Democratic,New York,"Start: 2009, End: 2010, Chamber: House of Representatives"
"Maffei, Daniel B.",M001171,24,Democratic,New York,"Start: 2009, End: 2011, Chamber: House of Representatives; Start: 2013, End: 2015, Chamber: House of Representatives"
"McMahon, Michael E.",M001174,13,Democratic,New York,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Teague, Harry",T000466,2,Democratic,New Mexico,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Lance, Leonard",L000567,7,Republican,New Jersey,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Adler, John H.",A000364,3,Democratic,New Jersey,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Kissell, Larry",K000369,8,Democratic,North Carolina,"Start: 2009, End: 2013, Chamber: House of Representatives"
"Harper, Gregg",H001045,3,Republican,Mississippi,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Paulsen, Erik",P000594,3,Republican,Minnesota,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Schauer, Mark H.",S001178,7,Democratic,Michigan,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Kratovil, Frank,  Jr.",K000371,1,Democratic,Maryland,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Fleming, John",F000456,4,Republican,Louisiana,"Start: 2009, End: 2017, Chamber: House of Representatives"
"Cao, Anh ""Joseph""",C001079,2,Republican,Louisiana,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Jenkins, Lynn",J000290,2,Republican,Kansas,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Schock, Aaron",S001179,18,Republican,Illinois,"Start: 2009, End: 2015, Chamber: House of Representatives"
"Halvorson, Deborah L.",H001044,11,Democratic,Illinois,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Minnick, Walter",M001175,1,Democratic,Idaho,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Kosmas, Suzanne M.",K000370,24,Democratic,Florida,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Rooney, Thomas J.",R000583,17,Republican,Florida,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Grayson, Alan",G000556,9,Democratic,Florida,"Start: 2009, End: 2011, Chamber: House of Representatives; Start: 2013, End: 2017, Chamber: House of Representatives"
"Coffman, Mike",C001077,6,Republican,Colorado,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Markey, Betsy",M001172,4,Democratic,Colorado,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Polis, Jared",P000598,2,Democratic,Colorado,"Start: 2009, End: 2019, Chamber: House of Representatives"
"Hunter, Duncan D.",H001048,50,Republican,California,"Start: 2009, End: 2020, Chamber: House of Representatives"
"Griffith, Parker",G000557,5,Republican,Alabama,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Bright, Bobby",B001264,2,Democratic,Alabama,"Start: 2009, End: 2011, Chamber: House of Representatives"
"Kaufman, Edward E.",K000373,N/A,Democratic,Delaware,"Start: 2009, End: 2010, Chamber: Senate"
"Burris, Roland",B001266,N/A,Democratic,Illinois,"Start: 2009, End: 2010, Chamber: Senate"
"Hagan, Kay R.",H001049,N/A,Democratic,North Carolina,"Start: 2009, End: 2015, Chamber: Senate"
"Johanns, Mike",J000291,N/A,Republican,Nebraska,"Start: 2009, End: 2015, Chamber: Senate"
"Begich, Mark",B001265,N/A,Democratic,Alaska,"Start: 2009, End: 2015, Chamber: Senate"
"Edwards, Donna F.",E000290,4,Democratic,Maryland,"Start: 2008, End: 2017, Chamber: House of Representatives"
"Childers, Travis",C001074,1,Democratic,Mississippi,"Start: 2008, End: 2011, Chamber: House of Representatives"
"Tsongas, Niki",T000465,3,Democratic,Massachusetts,"Start: 2007, End: 2019, Chamber: House of Representatives"
"DeLay, Tom",D000217,22,Republican,Texas,"Start: 1985, End: 2007, Chamber: House of Representatives"
"Bilbray, Brian P.",B000461,50,Republican,California,"Start: 1995, End: 2001, Chamber: House of Representatives; Start: 2005, End: 2013, Chamber: House of Representatives"
"Campbell, John",C001064,45,Republican,California,"Start: 2005, End: 2015, Chamber: House of Representatives"
"Schmidt, Jean",S001164,2,Republican,Ohio,"Start: 2005, End: 2013, Chamber: House of Representatives"
"Krueger, Robert C.",K000333,N/A,Democratic,Texas,"Start: 1975, End: 1979, Chamber: House of Representatives; Start: 1993, End: 1995, Chamber: Senate"
"DeWine, Mike",D000294,N/A,Republican,Ohio,"Start: 1983, End: 1991, Chamber: House of Representatives; Start: 1995, End: 2007, Chamber: Senate"
"Daschle, Thomas A.",D000064,N/A,Democratic,South Dakota,"Start: 1979, End: 1987, Chamber: House of Representatives; Start: 1987, End: 2005, Chamber: Senate"
"Ridge, Thomas J.",R000243,21,Republican,Pennsylvania,"Start: 1983, End: 1995, Chamber: House of Representatives"
"Richmond, Frederick W.",R000232,14,Democratic,New York,"Start: 1975, End: 1983, Chamber: House of Representatives"
"Rhodes, John J.",R000188,1,Republican,Arizona,"Start: 1953, End: 1983, Chamber: House of Representatives"
"Rhodes, John J., III",R000189,1,Republican,Arizona,"Start: 1987, End: 1993, Chamber: House of Representatives"
"Reynolds, Mel",R000178,2,Democratic,Illinois,"Start: 1993, End: 1997, Chamber: House of Representatives"
"Reuss, Henry S.",R000165,5,Democratic,Wisconsin,"Start: 1955, End: 1983, Chamber: House of Representatives"
"Reid, Ogden R.",R000150,24,Democratic,New York,"Start: 1963, End: 1975, Chamber: House of Representatives"
"Reid, Harry",R000146,N/A,Democratic,Nevada,"Start: 1983, End: 1987, Chamber: House of Representatives; Start: 1987, End: 2017, Chamber: Senate"
"Regula, Ralph",R000141,16,Republican,Ohio,"Start: 1973, End: 2009, Chamber: House of Representatives"
"Rees, Thomas M.",R000134,23,Democratic,California,"Start: 1965, End: 1977, Chamber: House of Representatives"
"Ray, Richard B.",R000080,3,Democratic,Georgia,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Ratchford, William R.",R000067,5,Democratic,Connecticut,"Start: 1979, End: 1985, Chamber: House of Representatives"
"Rarick, John R.",R000065,6,Democratic,Louisiana,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Rangel, Charles B.",R000053,13,Democratic,New York,"Start: 1971, End: 2017, Chamber: House of Representatives"
"Randall, William J.",R000041,4,Democratic,Missouri,"Start: 1959, End: 1977, Chamber: House of Representatives"
"Ramstad, Jim",R000033,3,Republican,Minnesota,"Start: 1991, End: 2009, Chamber: House of Representatives"
"Railsback, Thomas F.",R000012,19,Republican,Illinois,"Start: 1967, End: 1983, Chamber: House of Representatives"
"Rahall, Nick J., II",R000011,3,Democratic,West Virginia,"Start: 1977, End: 2015, Chamber: House of Representatives"
"Radanovich, George",R000004,19,Republican,California,"Start: 1995, End: 2011, Chamber: House of Representatives"
"Quinn, Jack",Q000016,27,Republican,New York,"Start: 1993, End: 2005, Chamber: House of Representatives"
"Quillen, James H. (Jimmy)",Q000013,1,Republican,Tennessee,"Start: 1963, End: 1997, Chamber: House of Representatives"
"Quayle, Dan",Q000007,N/A,Republican,Indiana,"Start: 1977, End: 1981, Chamber: House of Representatives; Start: 1981, End: 1991, Chamber: Senate"
"Pursell, Carl D.",P000574,2,Republican,Michigan,"Start: 1977, End: 1993, Chamber: House of Representatives"
"Pryce, Deborah",P000555,15,Republican,Ohio,"Start: 1993, End: 2009, Chamber: House of Representatives"
"Pritchard, Joel",P000546,1,Republican,Washington,"Start: 1973, End: 1985, Chamber: House of Representatives"
"Price, Robert D.",P000528,13,Republican,Texas,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Price, Melvin",P000522,21,Democratic,Illinois,"Start: 1945, End: 1989, Chamber: House of Representatives"
"Preyer, Richardson",P000520,6,Democratic,North Carolina,"Start: 1969, End: 1981, Chamber: House of Representatives"
"Pressler, Larry",P000513,N/A,Republican,South Dakota,"Start: 1975, End: 1979, Chamber: House of Representatives; Start: 1979, End: 1997, Chamber: Senate"
"Powell, Walter E.",P000485,8,Republican,Ohio,"Start: 1971, End: 1975, Chamber: House of Representatives"
"Poshard, Glenn",P000452,19,Democratic,Illinois,"Start: 1989, End: 1999, Chamber: House of Representatives"
"Porter, John Edward",P000444,10,Republican,Illinois,"Start: 1979, End: 2001, Chamber: House of Representatives"
"Pomeroy, Earl",P000422,N/A,Democratic,North Dakota,"Start: 1993, End: 2011, Chamber: House of Representatives"
"Pombo, Richard W.",P000419,11,Republican,California,"Start: 1993, End: 2007, Chamber: House of Representatives"
"Podell, Bertram L.",P000399,13,Democratic,New York,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Poage, W. R.",P000398,11,Democratic,Texas,"Start: 1937, End: 1979, Chamber: House of Representatives"
"Pike, Otis G.",P000348,1,Democratic,New York,"Start: 1961, End: 1979, Chamber: House of Representatives"
"Pickle, J. J.",P000328,10,Democratic,Texas,"Start: 1963, End: 1995, Chamber: House of Representatives"
"Pickett, Owen B.",P000326,2,Democratic,Virginia,"Start: 1987, End: 2001, Chamber: House of Representatives"
"Peyser, Peter A.",P000280,23,Democratic,New York,"Start: 1971, End: 1977, Chamber: House of Representatives; Start: 1979, End: 1983, Chamber: House of Representatives"
"Pettis, Shirley N.",P000273,37,Republican,California,"Start: 1975, End: 1979, Chamber: House of Representatives"
"Pettis, Jerry L.",P000272,37,Republican,California,"Start: 1967, End: 1977, Chamber: House of Representatives"
"Petri, Thomas E.",P000265,6,Republican,Wisconsin,"Start: 1979, End: 2015, Chamber: House of Representatives"
"Peterson, Douglas (Pete)",P000259,2,Democratic,Florida,"Start: 1991, End: 1997, Chamber: House of Representatives"
"Peterson, Collin C.",P000258,7,Democratic,Minnesota,"Start: 1991, End: 2021, Chamber: House of Representatives"
"Perkins, Carl C.",P000229,7,Democratic,Kentucky,"Start: 1984, End: 1993, Chamber: House of Representatives"
"Perkins, Carl Dewey",P000230,7,Democratic,Kentucky,"Start: 1949, End: 1985, Chamber: House of Representatives"
"Pepper, Claude",P000218,18,Democratic,Florida,"Start: 1935, End: 1951, Chamber: Senate; Start: 1963, End: 1991, Chamber: House of Representatives"
"Penny, Timothy J.",P000215,1,Democratic,Minnesota,"Start: 1983, End: 1995, Chamber: House of Representatives"
"Pease, Donald J.",P000170,13,Democratic,Ohio,"Start: 1977, End: 1993, Chamber: House of Representatives"
"Payne, Lewis F., Jr.",P000152,5,Democratic,Virginia,"Start: 1987, End: 1997, Chamber: House of Representatives"
"Payne, Donald M.",P000149,10,Democratic,New Jersey,"Start: 1989, End: 2012, Chamber: House of Representatives"
"Paxon, Bill",P000148,27,Republican,New York,"Start: 1989, End: 1999, Chamber: House of Representatives"
"Paul, Ron",P000583,14,Republican,Texas,"Start: 1975, End: 1977, Chamber: House of Representatives; Start: 1979, End: 1985, Chamber: House of Representatives; Start: 1997, End: 2013, Chamber: House of Representatives"
"Pattison, Edward W.",P000134,29,Democratic,New York,"Start: 1975, End: 1979, Chamber: House of Representatives"
"Patterson, Elizabeth",P000112,4,Democratic,South Carolina,"Start: 1987, End: 1993, Chamber: House of Representatives"
"Patten, Edward J.",P000106,15,Democratic,New Jersey,"Start: 1963, End: 1981, Chamber: House of Representatives"
"Patman, Wright",P000103,1,Democratic,Texas,"Start: 1929, End: 1977, Chamber: House of Representatives"
"Patman, William N.",P000104,14,Democratic,Texas,"Start: 1981, End: 1985, Chamber: House of Representatives"
"Pastor, Ed",P000099,7,Democratic,Arizona,"Start: 1991, End: 2015, Chamber: House of Representatives"
"Passman, Otto E.",P000098,5,Democratic,Louisiana,"Start: 1947, End: 1977, Chamber: House of Representatives"
"Pashayan, Charles, Jr.",P000097,17,Republican,California,"Start: 1979, End: 1991, Chamber: House of Representatives"
"Parris, Stanford E. (Stan)",P000080,8,Republican,Virginia,"Start: 1973, End: 1975, Chamber: House of Representatives; Start: 1981, End: 1991, Chamber: House of Representatives"
"Parker, Mike",P000066,4,Republican,Mississippi,"Start: 1989, End: 1999, Chamber: House of Representatives"
"Panetta, Leon",P000047,17,Democratic,California,"Start: 1977, End: 1995, Chamber: House of Representatives"
"Packard, Ron",P000005,48,Republican,California,"Start: 1983, End: 2001, Chamber: House of Representatives"
"Oxley, Michael G.",O000163,4,Republican,Ohio,"Start: 1981, End: 2007, Chamber: House of Representatives"
"Owens, Wayne",O000156,2,Democratic,Utah,"Start: 1973, End: 1975, Chamber: House of Representatives; Start: 1987, End: 1993, Chamber: House of Representatives"
"Owens, Major R.",O000159,11,Democratic,New York,"Start: 1983, End: 2007, Chamber: House of Representatives"
"Ottinger, Richard L.",O000134,20,Democratic,New York,"Start: 1965, End: 1971, Chamber: House of Representatives; Start: 1975, End: 1985, Chamber: House of Representatives"
"Orton, Bill",O000108,3,Democratic,Utah,"Start: 1991, End: 1997, Chamber: House of Representatives"
"Ortiz, Solomon P.",O000107,27,Democratic,Texas,"Start: 1983, End: 2011, Chamber: House of Representatives"
"Olin, James R.",O000069,6,Democratic,Virginia,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Obey, David R.",O000007,7,Democratic,Wisconsin,"Start: 1969, End: 2011, Chamber: House of Representatives"
"Oberstar, James L.",O000006,8,Democratic,Minnesota,"Start: 1975, End: 2011, Chamber: House of Representatives"
"Oakar, Mary Rose",O000001,20,Democratic,Ohio,"Start: 1977, End: 1993, Chamber: House of Representatives"
"O'Neill, Thomas P., Jr.",O000098,8,Democratic,Massachusetts,"Start: 1953, End: 1987, Chamber: House of Representatives"
"O'Hara, James G.",O000055,12,Democratic,Michigan,"Start: 1959, End: 1977, Chamber: House of Representatives"
"O'Brien, George M.",O000010,4,Republican,Illinois,"Start: 1973, End: 1987, Chamber: House of Representatives"
"Nussle, Jim",N000172,1,Republican,Iowa,"Start: 1991, End: 2007, Chamber: House of Representatives"
"Norwood, Charles W.",N000159,10,Republican,Georgia,"Start: 1995, End: 2007, Chamber: House of Representatives"
"Isakson, Johnny",I000055,N/A,Republican,Georgia,"Start: 1999, End: 2005, Chamber: House of Representatives; Start: 2005, End: 2019, Chamber: Senate"
"DeMint, Jim",D000595,N/A,Republican,South Carolina,"Start: 1999, End: 2005, Chamber: House of Representatives; Start: 2005, End: 2013, Chamber: Senate"
"Crowley, Joseph",C001038,14,Democratic,New York,"Start: 1999, End: 2019, Chamber: House of Representatives"
"Hayes, Robin",H001029,8,Republican,North Carolina,"Start: 1999, End: 2009, Chamber: House of Representatives"
"Walden, Greg",W000791,2,Republican,Oregon,"Start: 1999, End: 2021, Chamber: House of Representatives"
"Udall, Mark",U000038,N/A,Democratic,Colorado,"Start: 1999, End: 2009, Chamber: House of Representatives; Start: 2009, End: 2015, Chamber: Senate"
"Tancredo, Thomas G.",T000458,6,Republican,Colorado,"Start: 1999, End: 2009, Chamber: House of Representatives"
"Sweeney, John E.",S001149,20,Republican,New York,"Start: 1999, End: 2007, Chamber: House of Representatives"
"Sherwood, Don",S001146,10,Republican,Pennsylvania,"Start: 1999, End: 2007, Chamber: House of Representatives"
"Reynolds, Thomas M.",R000569,26,Republican,New York,"Start: 1999, End: 2009, Chamber: House of Representatives"
"Phelps, David D.",P000584,19,Democratic,Illinois,"Start: 1999, End: 2003, Chamber: House of Representatives"
"Ose, Doug",O000164,3,Republican,California,"Start: 1999, End: 2005, Chamber: House of Representatives"
"Miller, Gary G.",M001139,31,Republican,California,"Start: 1999, End: 2015, Chamber: House of Representatives"
"Kuykendall, Steven T.",K000357,36,Republican,California,"Start: 1999, End: 2001, Chamber: House of Representatives"
