Name,BioguideID,District,Party,State,Terms
"Wynn, Albert Russell",W000784,4,Democratic,Maryland,"Start: 1993, End: 2008, Chamber: House of Representatives"
"Wyman, Louis C.",W000782,N/A,Republican,New Hampshire,"Start: 1963, End: 1965, Chamber: House of Representatives; Start: 1967, End: 1974, Chamber: House of Representatives; Start: 1974, End: 1975, Chamber: Senate"
"Wylie, Chalmers P.",W000781,15,Republican,Ohio,"Start: 1967, End: 1993, Chamber: House of Representatives"
"Wydler, John W.",W000780,5,Republican,New York,"Start: 1963, End: 1981, Chamber: House of Representatives"
"Wyatt, Wendell",W000778,1,Republican,Oregon,"Start: 1963, End: 1975, Chamber: House of Representatives"
"Wyatt, Joe, Jr.",W000777,14,Democratic,Texas,"Start: 1979, End: 1981, Chamber: House of Representatives"
"Wright, James C., Jr.",W000763,12,Democratic,Texas,"Start: 1955, End: 1991, Chamber: House of Representatives"
"Wortley, George C.",W000752,27,Republican,New York,"Start: 1981, End: 1989, Chamber: House of Representatives"
"Woolsey, Lynn C.",W000738,6,Democratic,California,"Start: 1993, End: 2013, Chamber: House of Representatives"
"Won Pat, Antonio B.",W000686,N/A,Democratic,Guam,"Start: 1973, End: 1985, Chamber: House of Representatives"
"Wolpe, Howard E.",W000682,3,Democratic,Michigan,"Start: 1979, End: 1993, Chamber: House of Representatives"
"Wolff, Lester L.",W000680,6,Democratic,New York,"Start: 1965, End: 1981, Chamber: House of Representatives"
"Wolf, Frank R.",W000672,10,Republican,Virginia,"Start: 1981, End: 2015, Chamber: House of Representatives"
"Wise, Robert E., Jr.",W000654,2,Democratic,West Virginia,"Start: 1983, End: 2001, Chamber: House of Representatives"
"Wirth, Timothy",W000647,N/A,Democratic,Colorado,"Start: 1975, End: 1987, Chamber: House of Representatives; Start: 1987, End: 1993, Chamber: Senate"
"Winn, Larry, Jr.",W000636,3,Republican,Kansas,"Start: 1967, End: 1985, Chamber: House of Representatives"
"Wilson, Robert C.",W000610,41,Republican,California,"Start: 1953, End: 1981, Chamber: House of Representatives"
"Wilson, Charles H.",W000571,31,Democratic,California,"Start: 1963, End: 1981, Chamber: House of Representatives"
"Wilson, Charles",W000570,2,Democratic,Texas,"Start: 1973, End: 1997, Chamber: House of Representatives"
"Williams, Pat",W000520,N/A,Democratic,Montana,"Start: 1979, End: 1997, Chamber: House of Representatives"
"Williams, Lyle",W000528,17,Republican,Ohio,"Start: 1979, End: 1985, Chamber: House of Representatives"
"Williams, Lawrence G.",W000525,7,Republican,Pennsylvania,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Wiggins, Charles E.",W000448,39,Republican,California,"Start: 1967, End: 1979, Chamber: House of Representatives"
"Widnall, William B.",W000445,7,Republican,New Jersey,"Start: 1949, End: 1975, Chamber: House of Representatives"
"Whitten, Jamie L.",W000428,1,Democratic,Mississippi,"Start: 1941, End: 1947, Chamber: House of Representatives; Start: 1973, End: 1995, Chamber: House of Representatives"
"Whittaker, Bob",W000426,5,Republican,Kansas,"Start: 1979, End: 1991, Chamber: House of Representatives"
"Whitley, Charles O., Sr.",W000419,3,Democratic,North Carolina,"Start: 1977, End: 1987, Chamber: House of Representatives"
"Whitfield, Ed",W000413,1,Republican,Kentucky,"Start: 1995, End: 2016, Chamber: House of Representatives"
"Whitehurst, G. William",W000406,2,Republican,Virginia,"Start: 1969, End: 1987, Chamber: House of Representatives"
"White, Rick",W000391,1,Republican,Washington,"Start: 1995, End: 1999, Chamber: House of Representatives"
"White, Richard C.",W000390,16,Democratic,Texas,"Start: 1965, End: 1983, Chamber: House of Representatives"
"Wheat, Alan",W000326,5,Democratic,Missouri,"Start: 1983, End: 1995, Chamber: House of Representatives"
"Whalen, Charles W., Jr.",W000317,3,Republican,Ohio,"Start: 1967, End: 1979, Chamber: House of Representatives"
"Weller, Jerry",W000273,11,Republican,Illinois,"Start: 1995, End: 2009, Chamber: House of Representatives"
"Weldon, Dave",W000267,15,Republican,Florida,"Start: 1995, End: 2009, Chamber: House of Representatives"
"Weldon, Curt",W000268,7,Republican,Pennsylvania,"Start: 1987, End: 2007, Chamber: House of Representatives"
"Weiss, Ted",W000258,17,Democratic,New York,"Start: 1977, End: 1993, Chamber: House of Representatives"
"Weber, Vin",W000237,2,Republican,Minnesota,"Start: 1981, End: 1993, Chamber: House of Representatives"
"Weaver, James H.",W000227,4,Democratic,Oregon,"Start: 1975, End: 1987, Chamber: House of Representatives"
"Waxman, Henry A.",W000215,33,Democratic,California,"Start: 1975, End: 2015, Chamber: House of Representatives"
"Watts, J. C., Jr.",W000210,4,Republican,Oklahoma,"Start: 1995, End: 2003, Chamber: House of Representatives"
"Watt, Melvin L.",W000207,12,Democratic,North Carolina,"Start: 1993, End: 2014, Chamber: House of Representatives"
"Watkins, Wes",W000194,3,Republican,Oklahoma,"Start: 1977, End: 1991, Chamber: House of Representatives; Start: 1997, End: 2003, Chamber: House of Representatives"
"Washington, Harold",W000180,1,Democratic,Illinois,"Start: 1981, End: 1985, Chamber: House of Representatives"
"Washington, Craig A.",W000177,18,Democratic,Texas,"Start: 1989, End: 1995, Chamber: House of Representatives"
"Ware, John H.",W000147,5,Republican,Pennsylvania,"Start: 1969, End: 1975, Chamber: House of Representatives"
"Ward, Mike",W000139,3,Democratic,Kentucky,"Start: 1995, End: 1997, Chamber: House of Representatives"
"Wampler, William C.",W000121,9,Republican,Virginia,"Start: 1953, End: 1955, Chamber: House of Representatives; Start: 1967, End: 1983, Chamber: House of Representatives"
"Wamp, Zach",W000119,3,Republican,Tennessee,"Start: 1995, End: 2011, Chamber: House of Representatives"
"Walsh, William F.",W000107,33,Republican,New York,"Start: 1973, End: 1979, Chamber: House of Representatives"
"Walsh, James T.",W000099,25,Republican,New York,"Start: 1989, End: 2009, Chamber: House of Representatives"
"Walker, Robert S.",W000068,16,Republican,Pennsylvania,"Start: 1977, End: 1997, Chamber: House of Representatives"
"Walgren, Doug",W000044,18,Democratic,Pennsylvania,"Start: 1977, End: 1991, Chamber: House of Representatives"
"Waldie, Jerome R.",W000035,14,Democratic,California,"Start: 1965, End: 1975, Chamber: House of Representatives"
"Waldholtz, Enid Greene",G000408,2,Republican,Utah,"Start: 1995, End: 1997, Chamber: House of Representatives"
"Waggonner, Joe D., Jr.",W000018,4,Democratic,Louisiana,"Start: 1961, End: 1979, Chamber: House of Representatives"
"Vucanovich, Barbara F.",V000124,2,Republican,Nevada,"Start: 1983, End: 1997, Chamber: House of Representatives"
"Volkmer, Harold L.",V000112,9,Democratic,Missouri,"Start: 1977, End: 1997, Chamber: House of Representatives"
"Visclosky, Peter J.",V000108,1,Democratic,Indiana,"Start: 1985, End: 2021, Chamber: House of Representatives"
"Vigorito, Joseph P.",V000098,24,Democratic,Pennsylvania,"Start: 1965, End: 1977, Chamber: House of Representatives"
"Veysey, Victor V.",V000093,43,Republican,California,"Start: 1971, End: 1975, Chamber: House of Representatives"
"Vanik, Charles A.",V000047,22,Democratic,Ohio,"Start: 1955, End: 1981, Chamber: House of Representatives"
"Vandergriff, Tommy J.",V000026,26,Democratic,Texas,"Start: 1983, End: 1985, Chamber: House of Representatives"
"Vander Veen, Richard F.",V000029,5,Democratic,Michigan,"Start: 1973, End: 1977, Chamber: House of Representatives"
"Vander Jagt, Guy",V000027,9,Republican,Michigan,"Start: 1965, End: 1993, Chamber: House of Representatives"
"Van Deerlin, Lionel",V000024,42,Democratic,California,"Start: 1963, End: 1981, Chamber: House of Representatives"
"Valentine, Tim",V000006,2,Democratic,North Carolina,"Start: 1983, End: 1995, Chamber: House of Representatives"
"Unsoeld, Jolene",U000017,3,Democratic,Washington,"Start: 1989, End: 1995, Chamber: House of Representatives"
"Underwood, Robert A.",U000014,N/A,Democratic,Guam,"Start: 1993, End: 2003, Chamber: House of Representatives"
"Ullman, Al",U000004,2,Democratic,Oregon,"Start: 1957, End: 1981, Chamber: House of Representatives"
"Udall, Morris K.",U000001,2,Democratic,Arizona,"Start: 1961, End: 1993, Chamber: House of Representatives"
"Tucker, Walter R., III",T000405,37,Democratic,California,"Start: 1993, End: 1997, Chamber: House of Representatives"
"Tucker, James G., Jr. (Jim Guy)",T000400,2,Democratic,Arkansas,"Start: 1977, End: 1979, Chamber: House of Representatives"
"Tsongas, Paul E.",T000393,N/A,Democratic,Massachusetts,"Start: 1975, End: 1979, Chamber: House of Representatives; Start: 1979, End: 1985, Chamber: Senate"
"Trible, Paul S., Jr.",T000367,N/A,Republican,Virginia,"Start: 1977, End: 1983, Chamber: House of Representatives; Start: 1983, End: 1989, Chamber: Senate"
"Treen, David C.",T000362,3,Republican,Louisiana,"Start: 1973, End: 1981, Chamber: House of Representatives"
"Traxler, Bob",T000356,8,Democratic,Michigan,"Start: 1973, End: 1993, Chamber: House of Representatives"
"Traficant, James A., Jr.",T000350,17,Democratic,Ohio,"Start: 1985, End: 2002, Chamber: House of Representatives"
"Towns, Edolphus",T000326,10,Democratic,New York,"Start: 1983, End: 2013, Chamber: House of Representatives"
"Towell, David",T000321,98,Republican,Nevada,"Start: 1973, End: 1975, Chamber: House of Representatives"
"Torricelli, Robert G.",T000317,N/A,Democratic,New Jersey,"Start: 1983, End: 1997, Chamber: House of Representatives; Start: 1997, End: 2003, Chamber: Senate"
"Torres, Estaban Edward",T000316,34,Democratic,California,"Start: 1983, End: 1999, Chamber: House of Representatives"
"Torkildsen, Peter G.",T000314,6,Republican,Massachusetts,"Start: 1993, End: 1997, Chamber: House of Representatives"
"Tonry, Richard A.",T000310,1,Democratic,Louisiana,"Start: 1977, End: 1979, Chamber: House of Representatives"
"Tiernan, Robert O.",T000265,2,Democratic,Rhode Island,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Tiahrt, Todd",T000260,4,Republican,Kansas,"Start: 1995, End: 2011, Chamber: House of Representatives"
"Thurman, Karen L.",T000253,5,Democratic,Florida,"Start: 1993, End: 2003, Chamber: House of Representatives"
"Thornton, Ray",T000243,2,Democratic,Arkansas,"Start: 1973, End: 1979, Chamber: House of Representatives; Start: 1991, End: 1997, Chamber: House of Representatives"
"Thornberry, Mac",T000238,13,Republican,Texas,"Start: 1995, End: 2021, Chamber: House of Representatives"
"Thone, Charles",T000234,1,Republican,Nebraska,"Start: 1971, End: 1979, Chamber: House of Representatives"
"Thomson, Vernon W.",T000233,3,Republican,Wisconsin,"Start: 1961, End: 1975, Chamber: House of Representatives"
"Thompson, Frank, Jr.",T000200,4,Democratic,New Jersey,"Start: 1955, End: 1981, Chamber: House of Representatives"
"Thomas, Lindsay",T000184,1,Democratic,Georgia,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Thomas, Craig",T000162,N/A,Republican,Wyoming,"Start: 1989, End: 1995, Chamber: House of Representatives; Start: 1995, End: 2007, Chamber: Senate"
"Thomas, William M.",T000188,22,Republican,California,"Start: 1979, End: 2007, Chamber: House of Representatives"
"Tejeda, Frank",T000113,28,Democratic,Texas,"Start: 1993, End: 1999, Chamber: House of Representatives"
"Teague, Olin E.",T000110,6,Democratic,Texas,"Start: 1945, End: 1979, Chamber: House of Representatives"
"Teague, Charles M.",T000109,13,Republican,California,"Start: 1955, End: 1975, Chamber: House of Representatives"
"Taylor, Roy A.",T000099,11,Democratic,North Carolina,"Start: 1959, End: 1977, Chamber: House of Representatives"
"Taylor, G.",T000075,7,Republican,Missouri,"Start: 1973, End: 1989, Chamber: House of Representatives"
"Taylor, Gene",T000074,4,Democratic,Mississippi,"Start: 1989, End: 2011, Chamber: House of Representatives"
"Taylor, Charles H.",T000067,11,Republican,North Carolina,"Start: 1991, End: 2007, Chamber: House of Representatives"
"Tauzin, W. J. (Billy)",T000058,3,Republican,Louisiana,"Start: 1979, End: 2005, Chamber: House of Representatives"
"Tauke, Thomas Joseph",T000053,2,Republican,Iowa,"Start: 1979, End: 1991, Chamber: House of Representatives"
"Tate, Randy",T000048,9,Republican,Washington,"Start: 1995, End: 1997, Chamber: House of Representatives"
"Tanner, John S.",T000038,8,Democratic,Tennessee,"Start: 1989, End: 2011, Chamber: House of Representatives"
"Tallon, Robert M. (Robin)",T000034,6,Democratic,South Carolina,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Talent, Jim",T000024,N/A,Republican,Missouri,"Start: 1993, End: 2001, Chamber: House of Representatives; Start: 2002, End: 2007, Chamber: Senate"
"Talcott, Burt L.",T000022,16,Republican,California,"Start: 1963, End: 1977, Chamber: House of Representatives"
"Synar, Mike",S001139,2,Democratic,Oklahoma,"Start: 1979, End: 1995, Chamber: House of Representatives"
"Symington, James W.",S001134,2,Democratic,Missouri,"Start: 1969, End: 1977, Chamber: House of Representatives"
"Swindall, Patrick L.",S001122,4,Republican,Georgia,"Start: 1985, End: 1989, Chamber: House of Representatives"
"Swift, Al",S001115,2,Democratic,Washington,"Start: 1979, End: 1995, Chamber: House of Representatives"
"Swett, Dick",S001113,2,Democratic,New Hampshire,"Start: 1991, End: 1995, Chamber: House of Representatives"
"Sweeney, David McCann",S001101,14,Republican,Texas,"Start: 1985, End: 1989, Chamber: House of Representatives"
"Sunia, Foto I. F.",S001077,N/A,Democratic,American Samoa,"Start: 1981, End: 1989, Chamber: House of Representatives"
"Sullivan, Leonor K. (Mrs. John B.)",S001057,3,Democratic,Missouri,"Start: 1953, End: 1977, Chamber: House of Representatives"
"Stupak, Bart",S001045,1,Democratic,Michigan,"Start: 1993, End: 2011, Chamber: House of Representatives"
"Stump, Bob",S001044,3,Republican,Arizona,"Start: 1977, End: 2003, Chamber: House of Representatives"
"Studds, Gerry E.",S001040,10,Democratic,Massachusetts,"Start: 1973, End: 1997, Chamber: House of Representatives"
"Stuckey, W. S. (Bill), Jr.",S001039,8,Democratic,Georgia,"Start: 1967, End: 1977, Chamber: House of Representatives"
"Stubblefield, Frank A.",S001037,1,Democratic,Kentucky,"Start: 1959, End: 1975, Chamber: House of Representatives"
"Strickland, Ted",S001004,6,Democratic,Ohio,"Start: 1993, End: 1995, Chamber: House of Representatives; Start: 1997, End: 2007, Chamber: House of Representatives"
"Stratton, Samuel S.",S000997,23,Democratic,New York,"Start: 1959, End: 1989, Chamber: House of Representatives"
"Strang, Michael L.",S000991,3,Republican,Colorado,"Start: 1985, End: 1987, Chamber: House of Representatives"
"Stokes, Louis",S000948,11,Democratic,Ohio,"Start: 1969, End: 1999, Chamber: House of Representatives"
"Stockman, Steve",S000937,36,Republican,Texas,"Start: 1995, End: 1997, Chamber: House of Representatives; Start: 2013, End: 2015, Chamber: House of Representatives"
"Stockman, David A.",S000935,4,Republican,Michigan,"Start: 1977, End: 1983, Chamber: House of Representatives"
"Stewart, Bennett McVey",S000902,1,Democratic,Illinois,"Start: 1979, End: 1981, Chamber: House of Representatives"
"Stephens, Robert G., Jr.",S000860,10,Democratic,Georgia,"Start: 1961, End: 1977, Chamber: House of Representatives"
"Steiger, William A.",S000847,6,Republican,Wisconsin,"Start: 1967, End: 1981, Chamber: House of Representatives"
"Steiger, Sam",S000846,3,Republican,Arizona,"Start: 1967, End: 1977, Chamber: House of Representatives"
"Steers, Newton I., Jr.",S000844,8,Republican,Maryland,"Start: 1977, End: 1979, Chamber: House of Representatives"
"Steelman, Alan",S000841,5,Republican,Texas,"Start: 1973, End: 1977, Chamber: House of Representatives"
"Steele, Robert H.",S000836,2,Republican,Connecticut,"Start: 1969, End: 1975, Chamber: House of Representatives"
"Steed, Tom",S000829,4,Democratic,Oklahoma,"Start: 1949, End: 1981, Chamber: House of Representatives"
"Stearns, Cliff",S000822,6,Republican,Florida,"Start: 1989, End: 2013, Chamber: House of Representatives"
"Staton, David Michael",S000818,3,Republican,West Virginia,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Stark, Fortney Pete",S000810,13,Democratic,California,"Start: 1973, End: 2013, Chamber: House of Representatives"
"Stanton, James V.",S000803,20,Independent,Ohio,"Start: 1971, End: 1977, Chamber: House of Representatives"
"Stanton, J. William",S000804,11,Republican,Ohio,"Start: 1965, End: 1983, Chamber: House of Representatives"
"Stangeland, Arlan",S000795,7,Republican,Minnesota,"Start: 1977, End: 1991, Chamber: House of Representatives"
"Stallings, Richard H.",S000785,2,Democratic,Idaho,"Start: 1985, End: 1993, Chamber: House of Representatives"
"Staggers, Harley O.",S000778,2,Democratic,West Virginia,"Start: 1949, End: 1981, Chamber: House of Representatives"
"Staggers, Harley O., Jr.",S000779,2,Democratic,West Virginia,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Stack, Edward J.",S000772,12,Democratic,Florida,"Start: 1979, End: 1981, Chamber: House of Representatives"
"St Germain, Fernand J.",S000762,1,Democratic,Rhode Island,"Start: 1961, End: 1989, Chamber: House of Representatives"
"Spence, Floyd",S000718,2,Republican,South Carolina,"Start: 1971, End: 2001, Chamber: House of Representatives"
"Spellman, Gladys Noon",S000716,5,Democratic,Maryland,"Start: 1975, End: 1983, Chamber: House of Representatives"
"Souder, Mark E.",S001143,3,Republican,Indiana,"Start: 1995, End: 2010, Chamber: House of Representatives"
"Solomon, Gerald B. H.",S000675,22,Republican,New York,"Start: 1979, End: 1999, Chamber: House of Representatives"
"Solarz, Stephen J.",S000673,13,Democratic,New York,"Start: 1975, End: 1993, Chamber: House of Representatives"
"Snyder, M. G. (Gene)",S000669,4,Republican,Kentucky,"Start: 1963, End: 1965, Chamber: House of Representatives; Start: 1967, End: 1987, Chamber: House of Representatives"
"Snowe, Olympia J.",S000663,N/A,Republican,Maine,"Start: 1979, End: 1995, Chamber: House of Representatives; Start: 1995, End: 2013, Chamber: Senate"
"Smith, Virginia",S000622,3,Republican,Nebraska,"Start: 1975, End: 1991, Chamber: House of Representatives"
"Smith, Robert",S000607,2,Republican,Oregon,"Start: 1983, End: 1995, Chamber: House of Representatives; Start: 1997, End: 1999, Chamber: House of Representatives"
"Smith, Bob",S000606,N/A,Republican,New Hampshire,"Start: 1985, End: 1991, Chamber: House of Representatives; Start: 1991, End: 2003, Chamber: Senate"
"Smith, Peter",S000601,N/A,Republican,Vermont,"Start: 1989, End: 1991, Chamber: House of Representatives"
"Smith, Nick",S000597,7,Republican,Michigan,"Start: 1993, End: 2005, Chamber: House of Representatives"
"Smith, Neal Edward",S000596,4,Democratic,Iowa,"Start: 1959, End: 1995, Chamber: House of Representatives"
"Smith, Linda",S000587,3,Republican,Washington,"Start: 1995, End: 1999, Chamber: House of Representatives"
"Smith, Lawrence",S000586,16,Democratic,Florida,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Smith, Larkin",S000584,5,Republican,Mississippi,"Start: 1989, End: 1991, Chamber: House of Representatives"
"Smith, Lamar",S000583,21,Republican,Texas,"Start: 1987, End: 2019, Chamber: House of Representatives"
"Smith, Joseph F.",S000579,3,Democratic,Pennsylvania,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Smith, Henry P., III",S000548,36,Republican,New York,"Start: 1965, End: 1975, Chamber: House of Representatives"
"Smith, Denny",S000527,5,Republican,Oregon,"Start: 1981, End: 1991, Chamber: House of Representatives"
"Smith, Albert L., Jr.",S000514,6,Republican,Alabama,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Slaughter, Louise McIntosh",S000480,25,Democratic,New York,"Start: 1987, End: 2018, Chamber: House of Representatives"
"Slaughter, D. French, Jr.",S000479,7,Republican,Virginia,"Start: 1985, End: 1993, Chamber: House of Representatives"
"Slattery, Jim",S000477,2,Democratic,Kansas,"Start: 1983, End: 1995, Chamber: House of Representatives"
"Slack, John",S000473,3,Democratic,West Virginia,"Start: 1959, End: 1981, Chamber: House of Representatives"
"Skubitz, Joe",S000472,5,Republican,Kansas,"Start: 1963, End: 1979, Chamber: House of Representatives"
"Skelton, Ike",S000465,4,Democratic,Missouri,"Start: 1977, End: 2011, Chamber: House of Representatives"
"Skeen, Joe",S000463,2,Republican,New Mexico,"Start: 1981, End: 2003, Chamber: House of Representatives"
"Skaggs, David E.",S000462,2,Democratic,Colorado,"Start: 1987, End: 1999, Chamber: House of Representatives"
"Sisk, B. F.",S000454,15,Democratic,California,"Start: 1955, End: 1979, Chamber: House of Representatives"
"Sisisky, Norman",S000453,4,Democratic,Virginia,"Start: 1983, End: 2001, Chamber: House of Representatives"
"Simon, Paul",S000423,N/A,Democratic,Illinois,"Start: 1975, End: 1985, Chamber: House of Representatives; Start: 1985, End: 1997, Chamber: Senate"
"Siljander, Mark D.",S000409,4,Republican,Michigan,"Start: 1981, End: 1987, Chamber: House of Representatives"
"Sikorski, Gerry E.",S000407,6,Democratic,Minnesota,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Sikes, Robert L. F.",S000406,1,Democratic,Florida,"Start: 1941, End: 1979, Chamber: House of Representatives"
"Shriver, Garner E.",S000388,4,Republican,Kansas,"Start: 1961, End: 1977, Chamber: House of Representatives"
"Shoup, Dick",S000383,1,Republican,Montana,"Start: 1971, End: 1975, Chamber: House of Representatives"
"Shipley, George E.",S000367,22,Democratic,Illinois,"Start: 1959, End: 1979, Chamber: House of Representatives"
"Shepherd, Karen",S000332,2,Democratic,Utah,"Start: 1993, End: 1995, Chamber: House of Representatives"
"Shays, Christopher",S001144,4,Republican,Connecticut,"Start: 1987, End: 2009, Chamber: House of Representatives"
"Shaw, E. Clay, Jr.",S000303,22,Republican,Florida,"Start: 1981, End: 2007, Chamber: House of Representatives"
"Sharp, Philip R.",S000294,2,Democratic,Indiana,"Start: 1975, End: 1995, Chamber: House of Representatives"
"Shannon, James M.",S000286,5,Democratic,Massachusetts,"Start: 1979, End: 1985, Chamber: House of Representatives"
"Shamansky, Bob",S000282,12,Democratic,Ohio,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Shadegg, John B.",S000275,3,Republican,Arizona,"Start: 1995, End: 2011, Chamber: House of Representatives"
"Serrano, Jose E.",S000248,15,Democratic,New York,"Start: 1989, End: 2021, Chamber: House of Representatives"
"Sensenbrenner, F. James, Jr.",S000244,5,Republican,Wisconsin,"Start: 1979, End: 2021, Chamber: House of Representatives"
"Seiberling, John F.",S000230,14,Democratic,Ohio,"Start: 1971, End: 1987, Chamber: House of Representatives"
"Sebelius, Keith G.",S000217,1,Republican,Kansas,"Start: 1969, End: 1981, Chamber: House of Representatives"
"Seastrand, Andrea H.",S000213,22,Republican,California,"Start: 1995, End: 1997, Chamber: House of Representatives"
"Schulze, Richard T.",S000146,5,Republican,Pennsylvania,"Start: 1975, End: 1993, Chamber: House of Representatives"
"Schuette, Bill",S000143,10,Republican,Michigan,"Start: 1985, End: 1991, Chamber: House of Representatives"
"Schneider, Claudine",S000136,2,Republican,Rhode Island,"Start: 1981, End: 1991, Chamber: House of Representatives"
"Schneebeli, Herman T.",S000135,17,Republican,Pennsylvania,"Start: 1959, End: 1977, Chamber: House of Representatives"
"Schiff, Steven",S000125,1,Republican,New Mexico,"Start: 1989, End: 1999, Chamber: House of Representatives"
"Scheuer, James H.",S000124,8,Democratic,New York,"Start: 1965, End: 1973, Chamber: House of Representatives; Start: 1975, End: 1993, Chamber: House of Representatives"
"Scherle, William J.",S000121,5,Republican,Iowa,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Schenk, Lynn",S000119,49,Democratic,California,"Start: 1993, End: 1995, Chamber: House of Representatives"
"Schaefer, Dan",S000109,6,Republican,Colorado,"Start: 1983, End: 1999, Chamber: House of Representatives"
"Scarborough, Joe",S000106,1,Republican,Florida,"Start: 1995, End: 2001, Chamber: House of Representatives"
"Saylor, John P.",S000102,12,Republican,Pennsylvania,"Start: 1949, End: 1975, Chamber: House of Representatives"
"Saxton, Jim",S000097,3,Republican,New Jersey,"Start: 1985, End: 2009, Chamber: House of Representatives"
"Sawyer, Harold S.",S000087,5,Republican,Michigan,"Start: 1977, End: 1985, Chamber: House of Representatives"
"Savage, Gus",S000081,2,Democratic,Illinois,"Start: 1981, End: 1993, Chamber: House of Representatives"
"Satterfield, David E., III",S000070,3,Democratic,Virginia,"Start: 1965, End: 1981, Chamber: House of Representatives"
"Sarpalius, Bill",S000066,13,Democratic,Texas,"Start: 1989, End: 1995, Chamber: House of Representatives"
"Sarbanes, Paul S.",S000064,N/A,Democratic,Maryland,"Start: 1971, End: 1977, Chamber: House of Representatives; Start: 1977, End: 2007, Chamber: Senate"
"Santorum, Rick",S000059,N/A,Republican,Pennsylvania,"Start: 1991, End: 1995, Chamber: House of Representatives; Start: 1995, End: 2007, Chamber: Senate"
"Santini, James D.",S000058,98,Democratic,Nevada,"Start: 1975, End: 1983, Chamber: House of Representatives"
"Sangmeister, George E.",S000056,11,Democratic,Illinois,"Start: 1989, End: 1995, Chamber: House of Representatives"
"Sanford, Mark",S000051,1,Republican,South Carolina,"Start: 1995, End: 2001, Chamber: House of Representatives; Start: 2013, End: 2019, Chamber: House of Representatives"
"Sandman, Charles W., Jr.",S000045,2,Republican,New Jersey,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Salmon, Matt",S000018,5,Republican,Arizona,"Start: 1995, End: 2001, Chamber: House of Representatives; Start: 2013, End: 2017, Chamber: House of Representatives"
"Saiki, Patricia",S000014,1,Republican,Hawaii,"Start: 1987, End: 1991, Chamber: House of Representatives"
"Sabo, Martin Olav",S000005,5,Democratic,Minnesota,"Start: 1979, End: 2007, Chamber: House of Representatives"
"Ryan, Leo J.",R000558,11,Democratic,California,"Start: 1973, End: 1979, Chamber: House of Representatives"
"Ruth, Earl B.",R000545,8,Republican,North Carolina,"Start: 1969, End: 1975, Chamber: House of Representatives"
"Russo, Martin A.",R000543,3,Democratic,Illinois,"Start: 1975, End: 1993, Chamber: House of Representatives"
"Ruppe, Philip E.",R000512,11,Republican,Michigan,"Start: 1967, End: 1979, Chamber: House of Representatives"
"Runnels, Harold L.",R000510,2,Democratic,New Mexico,"Start: 1971, End: 1981, Chamber: House of Representatives"
"Rudd, Eldon D.",R000495,4,Republican,Arizona,"Start: 1977, End: 1987, Chamber: House of Representatives"
"Royer, William",R000489,11,Republican,California,"Start: 1979, End: 1981, Chamber: House of Representatives"
"Royce, Edward R.",R000487,39,Republican,California,"Start: 1993, End: 2019, Chamber: House of Representatives"
"Roybal, Edward R.",R000485,25,Democratic,California,"Start: 1963, End: 1993, Chamber: House of Representatives"
"Roy, William R.",R000484,2,Democratic,Kansas,"Start: 1971, End: 1975, Chamber: House of Representatives"
"Rowland, John G.",R000482,5,Republican,Connecticut,"Start: 1985, End: 1991, Chamber: House of Representatives"
"Rowland, J. Roy",R000481,8,Democratic,Georgia,"Start: 1983, End: 1995, Chamber: House of Representatives"
"Rousselot, John H.",R000469,26,Republican,California,"Start: 1961, End: 1963, Chamber: House of Representatives; Start: 1969, End: 1983, Chamber: House of Representatives"
"Roush, J. Edward",R000467,4,Democratic,Indiana,"Start: 1959, End: 1969, Chamber: House of Representatives; Start: 1971, End: 1977, Chamber: House of Representatives"
"Roukema, Marge",R000465,5,Republican,New Jersey,"Start: 1981, End: 2003, Chamber: House of Representatives"
"Roth, Toby",R000459,8,Republican,Wisconsin,"Start: 1979, End: 1997, Chamber: House of Representatives"
"Rostenkowski, Dan",R000458,5,Democratic,Illinois,"Start: 1959, End: 1995, Chamber: House of Representatives"
"Rosenthal, Benjamin S.",R000442,8,Democratic,New York,"Start: 1961, End: 1983, Chamber: House of Representatives"
"Rose, Charlie",R000436,7,Democratic,North Carolina,"Start: 1973, End: 1997, Chamber: House of Representatives"
"Ros-Lehtinen, Ileana",R000435,27,Republican,Florida,"Start: 1989, End: 2019, Chamber: House of Representatives"
"Rooney, John J.",R000424,14,Democratic,New York,"Start: 1943, End: 1975, Chamber: House of Representatives"
"Rooney, Fred B.",R000423,15,Democratic,Pennsylvania,"Start: 1963, End: 1979, Chamber: House of Representatives"
"Roncallo, Angelo D.",R000422,3,Republican,New York,"Start: 1973, End: 1975, Chamber: House of Representatives"
